,source,author,title,description,url,urlToImage,publishedAt,content,date,nextPosition
435,"{'id': None, 'name': 'Funcheap.com'}",Website Contributor,3/4/23: Bernie Sanders Live in Bay Area w/ The Nation’s John Nichols (San Jose) - $25,"Kepler’s could not be more thrilled to bring you Senator Bernie Sanders and The Nation’s National Affairs Correspondent John Nichols for a rousing discussion of Sanders’ new book, It’s OK To Be Angry About Capitalism.
This is Bernie’s only Northern California…",https://sf.funcheap.com/bernie-sanders-live-bay-area-nations-john-nichols-san-jose/,https://cdn.funcheap.com/wp-content/uploads/2023/02/Bernie-1.png,2023-02-23T21:02:38Z,"Keplers could not be more thrilled to bring you Senator Bernie Sanders and The Nations National Affairs Correspondent John Nichols for a rousing discussion of Sanders new book, Its OK To Be Angry Abo… [+2475 chars]",2023-02-23,1.0
436,"{'id': None, 'name': 'Investing.com'}",Reuters,"Exxon workforce down by 1,000 people in 2022, third year of declines","Exxon workforce down by 1,000 people in 2022, third year of declines",https://www.investing.com/news/stock-market-news/exxon-workforce-down-by-1000-people-in-2022-third-year-of-declines-3011395,https://i-invdn-com.investing.com/news/LYNXNPEC110RB_L.jpg,2023-02-22T23:21:41Z,"By Sabrina Valle
HOUSTON (Reuters) - Exxon Mobil Corp (NYSE:XOM.N) said on Wednesday its global workforce fell by 1,000 last year to 62,000 employees as part of cost-cutting designed to boost shareh… [+949 chars]",2023-02-22,1.0
437,"{'id': None, 'name': 'Biztoc.com'}",nikkei.com,Exxon to sell 'blue' ammonia to Asia from new Texas plant,"HOUSTON, U.S. -- Exxon Mobil will export ammonia to Asia, Dan Ammann, the head of its low-carbon solutions business, told Nikkei, anticipating demand for the clean-burning fuel as Japan and South Korea make progress on creating demand. The oil supermajor plan…",https://biztoc.com/x/60c237ab013717c8,https://c.biztoc.com/p/60c237ab013717c8/og.webp,2023-02-22T18:22:10Z,"HOUSTON, U.S. -- Exxon Mobil will export ammonia to Asia, Dan Ammann, the head of its low-carbon solutions business, told Nikkei, anticipating demand for the clean-burning fuel as Japan and South Kor… [+250 chars]",2023-02-22,1.0
438,"{'id': None, 'name': 'Opensecrets.org'}",Inci Sayki and Jimmy Cloutier,Oil and gas industry spent $124.4 million on federal lobbying amid record profits in 2022,"The oil and gas industry spent about $124.4 million lobbying the federal government in 2022, according to an OpenSecrets analysis of lobbying disclosures.",https://www.opensecrets.org/news/2023/02/oil-and-gas-industry-spent-124-4-million-on-federal-lobbying-amid-record-profits-in-2022/,https://cdn1.opensecrets.org/news/wp-content/uploads/2023/02/23131807/GettyImages-1238962878-1.jpg,2023-02-22T00:00:00Z,"Active pump jacks increase pressure to draw oil toward the surface at the South Belridge Oil Field on Feb. 26, 2022, in unincorporated Kern County, Calif. (Photo by Robyn Beck /AFP via Getty Images)… [+9870 chars]",2023-02-22,1.0
439,"{'id': None, 'name': 'Yahoo Entertainment'}",The Brainy Insights,"Hydraulic Market Size to Hit USD 54.7 Billion by 2030; Demand for High Force Pressing Applications in Automotive, Aerospace, F&B Industries to Bolster Growth, says The Brainy Insights","The demand for hydraulic-operated filling and packing machines has increased due to FMCG product demand, new manufacturing facilities, and the expansion of...",https://finance.yahoo.com/news/hydraulic-market-size-hit-usd-131600061.html,https://media.zenfs.com/en/globenewswire.com/4420d2e351c2468b1ff8d99f2239e097,2023-02-22T13:16:00Z,"The demand for hydraulic-operated filling and packing machines has increased due to FMCG product demand, new manufacturing facilities, and the expansion of existing companies. The growth of industria… [+8209 chars]",2023-02-22,1.0
440,"{'id': None, 'name': 'Yahoo Entertainment'}",Allied Market Research,Conventional Oil Market Is Expected to Generate $4.7 Trillion by 2031: Allied Market Research,"Rise in automobile sales, owing to population growth and an increase in consumer buying capacity serves as a potential opportunity for the expansion of the...",https://finance.yahoo.com/news/conventional-oil-market-expected-generate-134200636.html,https://media.zenfs.com/en/globenewswire.com/d45f75e8030fba203a2a85f2d2cb7bfd,2023-02-23T13:42:00Z,"Rise in automobile sales, owing to population growth and an increase in consumer buying capacity serves as a potential opportunity for the expansion of the global conventional oil market. Based on re… [+7455 chars]",2023-02-23,1.0
441,"{'id': None, 'name': 'Seeking Alpha'}",Nathan Aisenstadt,What To Expect From Viatris In 2023,Viatris' gross margin reached its highest level since its inception in Q4 2020. Read more to see my recommendation on VTRS stock.,https://seekingalpha.com/article/4580722-what-to-expect-from-viatris-in-2023,https://static.seekingalpha.com/cdn/s3/uploads/getty_images/1344289626/image_1344289626.jpg?io=getty-c-w1536,2023-02-22T18:45:03Z,"CoffeeAndMilk/E+ via Getty Images
Viatris (NASDAQ:VTRS) is a pharmaceutical company formed from the merger of Mylan and Upjohn in November 2020 with headquarters in Canonsburg, Pennsylvania. The goa… [+12532 chars]",2023-02-22,1.0
442,"{'id': None, 'name': 'Seeking Alpha'}",The Sunday Investor,Value Investing For The Future: Why IWD Shines Over IUSV,"IWD and IUSV track the S&P 900 Value Index and the Russell 1000 Value Index. Over the last 10 years, IUSV has outperformed by 23% with marginally higher volatility. Read more here.",https://seekingalpha.com/article/4581370-value-investing-for-the-future-why-iwd-shines-over-iusv,https://static.seekingalpha.com/cdn/s3/uploads/getty_images/1353595066/image_1353595066.jpg?io=getty-c-w1536,2023-02-23T21:20:21Z,"IvelinRadkov
Investment Thesis
 Over the last ten years, the iShares Core S&amp;P U.S. Value ETF (NASDAQ:IUSV) outperformed the iShares Russell 1000 Value ETF (NYSEARCA:IWD) by 28%. With marginally… [+12732 chars]",2023-02-23,1.0
443,"{'id': None, 'name': 'GlobeNewswire'}",Research and Markets,"Blow Molded Plastics Market Report 2023: Increased Demand for Glass, Metal, Wood and Concrete Replacements Bolsters Growth","Dublin, Feb. 22, 2023 (GLOBE NEWSWIRE) -- The ""Blow Molded Plastics Market Size, Share & Trends Analysis Report By Technology (Extrusion, Injection, Stretch, Compound), By Product (Polypropylene, Polyethylene), By Application, By Region, And Segment Forecasts…",https://www.globenewswire.com/news-release/2023/02/22/2613382/28124/en/Blow-Molded-Plastics-Market-Report-2023-Increased-Demand-for-Glass-Metal-Wood-and-Concrete-Replacements-Bolsters-Growth.html,https://ml.globenewswire.com/Resource/Download/908fb457-7f8e-4a08-9081-5565e3dfb3d7?size=1,2023-02-22T14:13:00Z,"Dublin, Feb. 22, 2023 (GLOBE NEWSWIRE) -- The ""Blow Molded Plastics Market Size, Share &amp; Trends Analysis Report By Technology (Extrusion, Injection, Stretch, Compound), By Product (Polypropylene,… [+5217 chars]",2023-02-22,1.0
444,"{'id': None, 'name': 'GlobeNewswire'}",Brainy Insights Pvt. Ltd.,"Hydraulic Market Size to Hit USD 54.7 Billion by 2030; Demand for High Force Pressing Applications in Automotive, Aerospace, F&B Industries to Bolster Growth, says The Brainy Insights","The demand for hydraulic-operated filling and packing machines has increased due to FMCG product demand, new manufacturing facilities, and the expansion of existing companies. The growth of industrial sector will further accelerate the growth rate of the hydr…",https://www.globenewswire.com/news-release/2023/02/22/2613212/0/en/Hydraulic-Market-Size-to-Hit-USD-54-7-Billion-by-2030-Demand-for-High-Force-Pressing-Applications-in-Automotive-Aerospace-F-B-Industries-to-Bolster-Growth-says-The-Brainy-Insights.html,https://ml.globenewswire.com/Resource/Download/e0ed2f75-5061-4c4a-a30b-65427e5cc0f4?size=1,2023-02-22T13:16:00Z,"Newark, Feb. 22, 2023 (GLOBE NEWSWIRE) -- The report published by The Brainy Insights shows that the global hydraulic market is expected to grow from USD 41.2 billion in 2021 to USD 54.7 billion by 2… [+7809 chars]",2023-02-22,1.0
445,"{'id': None, 'name': 'GlobeNewswire'}",Allied Market Research,Conventional Oil Market Is Expected to Generate $4.7 Trillion by 2031: Allied Market Research,"Rise in automobile sales, owing to population growth and an increase in consumer buying capacity serves as a potential opportunity for the expansion of the global conventional oil market. Based on region, LAMEA held the largest share in 2021, contributing to …",https://www.globenewswire.com/news-release/2023/02/23/2614353/0/en/Conventional-Oil-Market-Is-Expected-to-Generate-4-7-Trillion-by-2031-Allied-Market-Research.html,https://ml.globenewswire.com/Resource/Download/9c430095-89f7-48b4-b8f0-e1f4ed1a5660?size=1,2023-02-23T13:42:00Z,"Portland, OR, Feb. 23, 2023 (GLOBE NEWSWIRE) -- According to the report published by Allied Market Research, the global conventional oil market garnered $2.5 trillion in 2021, and is estimated to gen… [+7087 chars]",2023-02-23,1.0
446,"{'id': None, 'name': 'NDTV News'}",,GQG Co-Founder Rajiv Jain Is Creating An Investing Empire In Florida,"In 2022, when most asset managers watched clients yank cash from their funds as markets cratered, GQG thrived. The firm lured $8 billion in fresh investment and three of its four flagship funds beat benchmark indexes by wide margins.",https://www.ndtv.com/india-news/gqg-co-founder-rajiv-jain-is-creating-an-investing-empire-in-florida-3803105,https://c.ndtvimg.com/2023-02/hn2r84io_rajiv-jain-bloomberg_625x300_22_February_23.jpg,2023-02-22T03:21:41Z,"All this success, dating back to his days as a star manager at Vontobel.
Rajiv Jain is everything that Cathie Wood isn't.
The co-founder of GQG Partners doesn't have a Twitter account and rarely ap… [+7297 chars]",2023-02-22,1.0
447,"{'id': None, 'name': 'Seeking Alpha'}",Robert & Sam Kovacs,Sell Alert: 2 Overvalued Dividend Sells And 2 Great Replacement Buy Opportunities,"In this choppy market, taking gains on overvalued dividend stocks and reinvesting them protects your capital. Click here for our current picks using this strategy.",https://seekingalpha.com/article/4580765-sell-alert-2-overvalued-dividend-sells-and-2-great-replacement-buy-opportunities,https://static.seekingalpha.com/cdn/s3/uploads/getty_images/1227064262/image_1227064262.jpg?io=getty-c-w1536,2023-02-23T12:00:00Z,"ThitareeSarmkasat
Written by Sam Kovacs.
 Introduction
 A couple weeks ago, I highlighted 3 dividend stocks which in my mind were clear sells, and provided suggestions as to which stocks would pro… [+17472 chars]",2023-02-23,1.0
448,"{'id': None, 'name': 'PRNewswire'}",,Alavi Anaipakos Adds Experienced Intellectual Property Trial Lawyers in Houston,"Wall, Pinckney add more than 50 combined years of patent expertise to firm roster HOUSTON, Feb. 22, 2023 /PRNewswire/ -- The trial lawyers at Houston-based Alavi Anaipakos are welcoming two proven attorneys who have joined the firm with extensive track record…",https://www.prnewswire.com/news-releases/alavi-anaipakos-adds-experienced-intellectual-property-trial-lawyers-in-houston-301753579.html,,2023-02-22T20:10:00Z,"Wall, Pinckney add more than 50 combined years of patent expertise to firm roster
HOUSTON, Feb. 22, 2023 /PRNewswire/ -- The trial lawyers at Houston-based Alavi Anaipakos are welcoming two proven a… [+2517 chars]",2023-02-22,1.0
449,"{'id': None, 'name': 'MarketWatch'}",MarketWatch Automation,"Company Close Updates: Exxon Mobil Corp. stock falls Wednesday, underperforms market","Shares of Exxon Mobil Corp. slipped 1.30% to $109.73 Wednesday, on what proved to be an all-around rough trading session for the stock market, with the S&P...",https://www.marketwatch.com/data-news/exxon-mobil-corp-stock-falls-wednesday-underperforms-market-ff312140-33435a348e1b,https://images.mktw.net/im-220105/social,2023-02-22T22:33:00Z,"Shares of Exxon Mobil Corp. 
 XOM,
 -1.30%
slipped 1.30% to $109.73 Wednesday, on what proved to be an all-around rough trading session for the stock market, with the S&amp;P 500 Index 
 SPX,
 -… [+547 chars]",2023-02-22,1.0
450,"{'id': None, 'name': 'Seeking Alpha'}",On the Pulse,JEPI: Beat Inflation With This 11% Yielding Monthly-Paying ETF,JEPI is an actively managed exchange-traded fund and is one investment product that passive income investors can use to combat inflation. Find out why the Fund is a Buy.,https://seekingalpha.com/article/4580558-jepi-beat-inflation-with-this-11-percent-yielding-monthly-paying-etf,https://static.seekingalpha.com/cdn/s3/uploads/getty_images/1395728828/image_1395728828.jpg?io=getty-c-w1536,2023-02-22T11:56:12Z,"winhorse
Inflation remains a major concern for many passive income investors, and while inflation has slowed in recent months, investors still require investment options in a market that is expected… [+4779 chars]",2023-02-22,1.0
451,"{'id': None, 'name': 'Seeking Alpha'}",The Value Portfolio,Energy Transfer Is Perhaps The Best Trade In An Expensive Market,Energy Transfer has an almost 10% dividend yield along with substantial additional FCF past that dividend yield. Click for our take on ET stock.,https://seekingalpha.com/article/4580738-energy-transfer-is-perhaps-the-best-trade-in-an-expensive-market,https://static.seekingalpha.com/cdn/s3/uploads/getty_images/1181848376/image_1181848376.jpg?io=getty-c-w1536,2023-02-22T19:10:54Z,"imaginima/iStock via Getty Images
The market is expensive. The S&amp;P 500 (SP500) is within 20% of its all-time highs. That's despite the fact that there remain substantial structural risks to the … [+5918 chars]",2023-02-22,1.0
452,"{'id': None, 'name': 'PRNewswire'}",,Bookbinding Adhesives Market Report 2023: Increasing Prevalence of Bio-Based and Plant-Based Hot Melt Adhesives Presents Opportunities,"DUBLIN, Feb. 22, 2023 /PRNewswire/ -- The ""Bookbinding Adhesives Market Share, Size, Trends, Industry Analysis Report, By Technology Type (Emulsion-based and Hot Melt); By Chemistry Type; By Application; By Region; Segment Forecast, 2022-2030"" report has been…",https://www.prnewswire.com/news-releases/bookbinding-adhesives-market-report-2023-increasing-prevalence-of-bio-based-and-plant-based-hot-melt-adhesives-presents-opportunities-301753064.html,https://mma.prnewswire.com/media/539438/Research_and_Markets_Logo.jpg?p=facebook,2023-02-22T17:20:00Z,"DUBLIN, Feb. 22, 2023 /PRNewswire/ -- The ""Bookbinding Adhesives Market Share, Size, Trends, Industry Analysis Report, By Technology Type (Emulsion-based and Hot Melt); By Chemistry Type; By Applicat… [+5668 chars]",2023-02-22,1.0
453,"{'id': None, 'name': 'MarketWatch'}",Tomi Kilgore,": Exxon Mobil has reduced its workforce for three straight years, while net income, revenue and the stock price have increased sharply","Exxon Mobil Corp. XOM disclosed in its 2022 annual report that it had 62,300 employees at the end of last year, to mark a third-straight year that the oil giant’s workforce has been reduced. After having 74,900 employees at the end of 2019, a sharp drop in oi…",https://www.marketwatch.com/story/exxon-mobil-has-reduced-its-workforce-for-three-straight-years-while-net-income-revenue-and-the-stock-price-have-increased-sharply-279773c0,https://s.wsj.net/public/resources/MWimages/MW-GP644_MicroS_ZG_20180906154215.jpg,2023-02-23T19:59:00Z,"Exxon Mobil Corp. 
 XOM,
 +1.42%
disclosed in its 2022 annual report that it had 62,300 employees at the end of last year, to mark a third-straight year that the oil giants workforce has been redu… [+935 chars]",2023-02-23,1.0
